"health_2010hcr_x" "libcpre_self" "gun_control" "gun_importance" "guarpr_self" "aa_uni_x" "aa_work_x" "fedspend_ss" "fedspend_schools" "fedspend_scitech" "fedspend_crime" "fedspend_welfare" "fedspend_child" "fedspend_poor" "fedspend_enviro" "envir_drill" "envir_nuke" "envir_gwarm" "envir_gwgood" "envir_gwhow" "gayrt_discrev" "gayrt_discstd" "gayrt_milrev" "gayrt_milstd" "gayrt_adopt" "gayrt_marry" "dem_edugroup_x" "happ_lifesatisf" "abort_health_x" "abort_fatal_x" "abort_incest_x" "abort_rape_x" "abort_bd_x" "abort_fin_x" "abort_sex_x" "abort_choice_x"
"3068" 7 5 "3. keep these rules about the same" 3 7 7 7 3 1 1 3 2 3 3 3 "1. favor" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 5 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "6. lean toward opposing" "1. favor a great deal"
"3069" 7 7 "2. easier" 3 6 7 6 2 2 2 2 2 2 2 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" 2 NA 1 NA 2 2 4 3 "9. oppose a great deal" "1. favor a great deal" "3. favor a little" "3. favor a little" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3070" 7 6 "1. more difficult" 4 6 4 4 3 1 1 1 3 3 3 3 "3. neither favor nor oppose" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 2 2 2 2 "9. oppose a great deal" "4. lean toward favoring" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3071" 4 3 "1. more difficult" 5 1 4 4 1 1 2 1 1 1 1 1 "2. oppose" "2. fewer" 1 "2. bad" "2. mostly by natural causes" NA 1 NA 1 1 1 3 3 "1. favor a great deal" "1. favor a great deal" "8. oppose moderately" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3072" 3 6 "1. more difficult" 5 6 6 6 1 1 3 1 3 2 3 3 "3. neither favor nor oppose" "2. fewer" 1 "2. bad" "2. mostly by natural causes" 1 NA 1 NA 1 2 4 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "4. lean toward favoring" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal"
"3073" 2 4 "1. more difficult" 3 3 4 4 1 3 1 1 3 2 3 1 "1. favor" "2. fewer" 1 "1. good" "1. mostly by human activity" 1 NA 1 NA 1 2 4 2 "5. do not lean either way" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "5. do not lean either way" "1. favor a great deal"
"3074" 1 4 "1. more difficult" 5 1 1 1 1 1 1 1 2 2 2 1 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA 2 NA 1 1 2 4 3 "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal"
"3075" 6 6 "3. keep these rules about the same" 3 5 7 7 1 1 1 1 2 3 2 3 "3. neither favor nor oppose" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" 2 NA 2 NA 2 3 4 4 NA NA NA NA NA NA NA NA
"3076" 4 3 "3. keep these rules about the same" 2 6 7 7 1 1 1 1 3 3 3 3 "3. neither favor nor oppose" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 1 1 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal"
"3077" 7 6 "3. keep these rules about the same" 4 6 6 6 2 2 3 3 2 2 2 2 "1. favor" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" 2 NA 1 NA 2 2 5 5 NA NA NA NA NA NA NA NA
"3078" 1 2 "1. more difficult" 4 2 2 2 3 1 1 3 1 1 1 1 "2. oppose" "2. fewer" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 5 3 "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "2. favor moderately" "2. favor moderately" "3. favor a little" "1. favor a great deal"
"3079" 7 5 "2. easier" 4 6 7 7 1 3 2 2 2 1 2 2 "1. favor" "3. the same number" 2 "3. neither good nor bad" "2. mostly by natural causes" 2 NA 2 NA 2 3 3 3 "5. do not lean either way" "1. favor a great deal" "2. favor moderately" "3. favor a little" "1. favor a great deal" "5. do not lean either way" "9. oppose a great deal" "8. oppose moderately"
"3080" 1 3 "1. more difficult" 3 3 2 4 3 1 1 1 3 3 3 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 4 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "6. lean toward opposing" "4. lean toward favoring" "9. oppose a great deal" "4. lean toward favoring"
"3081" 2 2 "1. more difficult" 3 2 5 6 3 1 3 1 3 1 3 3 "2. oppose" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 5 4 "3. favor a little" "1. favor a great deal" "6. lean toward opposing" "2. favor moderately" "5. do not lean either way" "8. oppose moderately" "9. oppose a great deal" "5. do not lean either way"
"3082" 4 4 "1. more difficult" 3 3 4 4 3 3 3 1 3 3 3 3 "3. neither favor nor oppose" "3. the same number" 2 "2. bad" "2. mostly by natural causes" 1 NA 2 NA 1 2 2 2 "1. favor a great deal" "2. favor moderately" "2. favor moderately" "8. oppose moderately" "8. oppose moderately" "8. oppose moderately" "8. oppose moderately" "8. oppose moderately"
"3083" 7 6 "3. keep these rules about the same" 4 6 7 7 3 1 1 3 2 2 2 2 "1. favor" "3. the same number" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 2 NA 1 2 2 2 2 "3. favor a little" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3084" 3 4 "1. more difficult" 2 -2 7 7 3 1 3 1 2 3 3 2 "1. favor" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" NA NA 1 NA 2 3 2 2 NA NA NA NA NA NA NA NA
"3085" 7 7 "3. keep these rules about the same" 3 7 7 6 3 3 3 1 2 2 3 3 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" 2 NA 1 NA 2 3 NA 3 "8. oppose moderately" "5. do not lean either way" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3086" 2 5 "1. more difficult" 4 3 6 6 1 1 3 3 2 3 3 1 "1. favor" "2. fewer" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 2 2 "2. favor moderately" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "4. lean toward favoring" "9. oppose a great deal" "9. oppose a great deal" "8. oppose moderately"
"3087" 2 4 "1. more difficult" 5 7 7 7 2 3 3 3 2 2 2 3 "1. favor" "2. fewer" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" 2 NA 2 NA 2 3 2 3 "2. favor moderately" "5. do not lean either way" "1. favor a great deal" "4. lean toward favoring" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3088" 1 4 "1. more difficult" 4 4 4 4 1 1 1 3 1 3 1 1 "3. neither favor nor oppose" "1. more" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 1 3 2 "1. favor a great deal" "1. favor a great deal" "3. favor a little" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "1. favor a great deal"
"3089" 4 2 "3. keep these rules about the same" 5 2 4 4 3 3 2 1 3 3 3 3 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 2 4 4 "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "3. favor a little"
"3090" 2 3 "1. more difficult" 4 3 6 4 3 1 1 1 3 1 3 3 "2. oppose" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 1 3 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "9. oppose a great deal" "2. favor moderately"
"3091" 7 7 "3. keep these rules about the same" 4 4 5 5 1 3 1 1 3 3 3 2 "1. favor" "2. fewer" 2 "2. bad" "2. mostly by natural causes" NA 1 NA 1 2 2 1 4 "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3092" 7 6 "3. keep these rules about the same" 3 4 7 7 3 2 1 3 2 3 2 2 "1. favor" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" 1 NA 1 NA 1 1 3 3 "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "4. lean toward favoring" "8. oppose moderately" "9. oppose a great deal" "2. favor moderately"
"3093" 7 6 "1. more difficult" 5 7 7 6 1 1 1 1 3 3 3 3 "1. favor" "1. more" 2 "3. neither good nor bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 2 4 2 "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "5. do not lean either way" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way"
"3094" 7 4 "3. keep these rules about the same" 1 7 6 6 3 3 3 1 2 3 2 2 "1. favor" "3. the same number" 1 "3. neither good nor bad" "2. mostly by natural causes" 1 NA 1 NA 2 3 5 3 "8. oppose moderately" "1. favor a great deal" "4. lean toward favoring" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3095" 4 4 "1. more difficult" 3 -2 6 6 1 1 3 3 3 3 3 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 2 2 2 2 3 "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "9. oppose a great deal" "5. do not lean either way"
"3096" 6 4 "3. keep these rules about the same" 3 7 4 6 3 1 3 3 2 2 2 NA "1. favor" "3. the same number" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA NA 1 NA 1 1 3 4 "5. do not lean either way" "2. favor moderately" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "8. oppose moderately" "5. do not lean either way"
"3097" 7 6 "2. easier" 5 5 7 7 1 2 3 2 2 2 2 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" 2 NA 2 NA 2 3 3 4 "4. lean toward favoring" "1. favor a great deal" "4. lean toward favoring" "2. favor moderately" "4. lean toward favoring" "8. oppose moderately" "9. oppose a great deal" "4. lean toward favoring"
"3098" 1 3 "1. more difficult" 3 3 6 6 3 1 1 2 3 3 1 1 "2. oppose" "3. the same number" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 2 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "2. favor moderately"
"3099" 3 1 "1. more difficult" 3 3 4 4 3 1 3 2 3 3 1 1 "2. oppose" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 1 5 2 "2. favor moderately" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "5. do not lean either way" "1. favor a great deal"
"3100" 1 5 "1. more difficult" 3 5 4 3 1 3 1 3 3 3 3 2 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 2 2 4 2 "4. lean toward favoring" "1. favor a great deal" "4. lean toward favoring" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way"
"3101" 1 4 "1. more difficult" 3 6 7 6 1 1 1 3 3 1 1 1 "2. oppose" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 4 1 "2. favor moderately" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "3. favor a little" "9. oppose a great deal" "1. favor a great deal"
"3102" 4 4 "1. more difficult" 4 4 6 7 1 1 1 1 2 3 1 1 "1. favor" "2. fewer" 1 "2. bad" "1. mostly by human activity" 2 NA 1 NA 1 3 3 2 "9. oppose a great deal" "1. favor a great deal" "8. oppose moderately" "1. favor a great deal" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "6. lean toward opposing"
"3103" 2 2 "3. keep these rules about the same" 3 3 4 4 1 1 1 3 3 2 3 3 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 1 4 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "6. lean toward opposing" "1. favor a great deal"
"3105" 2 4 "3. keep these rules about the same" 2 4 4 7 1 3 1 3 2 3 1 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 2 2 2 2 "6. lean toward opposing" "2. favor moderately" "8. oppose moderately" "2. favor moderately" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3106" 1 5 "3. keep these rules about the same" 3 5 6 6 1 1 1 1 3 3 1 1 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 1 NA 4 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal"
"3107" 2 4 "3. keep these rules about the same" 4 3 7 7 1 3 1 3 3 3 3 3 "1. favor" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 3 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "3. favor a little" "1. favor a great deal"
"3108" 1 2 "1. more difficult" 5 2 4 2 3 1 1 3 3 1 3 1 "1. favor" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 3 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "5. do not lean either way" "5. do not lean either way" "1. favor a great deal"
"3109" 2 3 "3. keep these rules about the same" 3 3 7 7 3 1 3 3 2 3 1 3 "1. favor" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 1 3 5 "4. lean toward favoring" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "8. oppose moderately" "9. oppose a great deal" "8. oppose moderately"
"3110" 4 4 "1. more difficult" 4 4 7 7 3 1 3 3 3 1 1 3 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" 2 NA 1 NA 1 2 NA 4 NA NA NA NA NA NA NA NA
"3111" 7 4 "3. keep these rules about the same" 3 5 7 7 1 1 3 1 2 3 3 3 "1. favor" "3. the same number" 2 "2. bad" "2. mostly by natural causes" NA 2 NA 1 2 3 3 3 "8. oppose moderately" "2. favor moderately" "8. oppose moderately" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"3112" 7 3 "2. easier" 3 3 6 6 1 3 2 3 2 3 2 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 3 4 "3. favor a little" "1. favor a great deal" "8. oppose moderately" "1. favor a great deal" "3. favor a little" "7. oppose a little" "9. oppose a great deal" "8. oppose moderately"
"3113" 4 6 "3. keep these rules about the same" 4 6 7 5 3 2 3 3 2 3 2 3 "3. neither favor nor oppose" "2. fewer" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" 2 NA 1 NA 2 3 2 5 "5. do not lean either way" "1. favor a great deal" "9. oppose a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way"
"3114" 4 4 "1. more difficult" 4 4 4 4 1 3 2 1 3 1 1 3 "1. favor" "3. the same number" 1 "1. good" "3. about equally by human activity and natural causes" NA 2 NA 1 1 1 2 4 "5. do not lean either way" "3. favor a little" "5. do not lean either way" "3. favor a little" "3. favor a little" "7. oppose a little" "9. oppose a great deal" "5. do not lean either way"
"3115" 2 4 "3. keep these rules about the same" 2 6 6 6 3 3 1 2 3 3 3 3 "3. neither favor nor oppose" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 5 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "3. favor a little" "1. favor a great deal"
"3116" 4 5 "1. more difficult" 5 4 6 5 3 3 1 1 3 2 3 3 "3. neither favor nor oppose" "2. fewer" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 2 2 "5. do not lean either way" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal" "3. favor a little" "8. oppose moderately" "9. oppose a great deal" "6. lean toward opposing"
"3117" 2 6 "3. keep these rules about the same" 4 5 3 3 3 1 1 3 3 3 3 1 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 2 2 5 2 "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way"
"3118" 1 2 "1. more difficult" 5 6 3 3 3 3 1 3 3 3 3 3 "2. oppose" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 4 1 "3. favor a little" "1. favor a great deal" "3. favor a little" "1. favor a great deal" "1. favor a great deal" "3. favor a little" "3. favor a little" "3. favor a little"
"3119" 5 5 "3. keep these rules about the same" 2 5 5 6 3 1 2 3 3 3 3 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 2 3 "9. oppose a great deal" "7. oppose a little" "8. oppose moderately" "4. lean toward favoring" "4. lean toward favoring" "9. oppose a great deal" "9. oppose a great deal" "8. oppose moderately"
"3120" 2 2 "3. keep these rules about the same" 2 5 4 4 3 1 3 3 3 3 3 1 "3. neither favor nor oppose" "2. fewer" 1 "3. neither good nor bad" "1. mostly by human activity" 1 NA 1 NA 1 1 3 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "8. oppose moderately" "1. favor a great deal"
"3121" 6 5 "2. easier" 4 6 7 7 2 2 2 2 2 2 2 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" 1 NA 1 NA 2 2 2 4 "9. oppose a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "4. lean toward favoring" "9. oppose a great deal" "4. lean toward favoring"
